id,subzone,planning_area,venue_type,competitor_score,competitor_density,created_at,competitor_count,underserved_score,overall_score
6544,COMPASSVALE,SENGKANG,SCHOOL,59.90,high,2025-04-18 14:20:54.737008,5,6.18,20.69
6545,COMPASSVALE,SENGKANG,VEHICLE,12.23,unknown,2025-04-18 14:20:54.78067,,37.05,34.68
6546,COMPASSVALE,SENGKANG,SPORTS_COMPLEX,36.68,unknown,2025-04-18 14:20:54.821475,,37.05,46.72
6547,YIO CHU KANG EAST,ANG MO KIO,ARTS,99.73,unknown,2025-04-18 14:20:54.863201,,5.10,35.54
6548,YIO CHU KANG EAST,ANG MO KIO,APPAREL,81.73,unknown,2025-04-18 14:20:54.899728,,5.10,23.5
6549,YIO CHU KANG EAST,ANG MO KIO,CAFE,42.44,unknown,2025-04-18 14:20:54.935368,,5.10,32.77
6550,YIO CHU KANG EAST,ANG MO KIO,CLUBS,56.39,unknown,2025-04-18 14:20:54.971345,,5.10,35.54
6551,YIO CHU KANG EAST,ANG MO KIO,DOCTOR,28.02,unknown,2025-04-18 14:20:55.004491,,5.10,23.5
6552,YIO CHU KANG EAST,ANG MO KIO,RESTAURANT,81.20,unknown,2025-04-18 14:20:55.040855,,5.10,19.69
6553,YIO CHU KANG EAST,ANG MO KIO,SHOPPING,45.04,unknown,2025-04-18 14:20:55.07478,,5.10,23.5
6554,YIO CHU KANG EAST,ANG MO KIO,PERSONAL_CARE,27.34,unknown,2025-04-18 14:20:55.108889,,5.10,23.5
6555,YIO CHU KANG EAST,ANG MO KIO,SCHOOL,99.62,unknown,2025-04-18 14:20:55.142407,,5.10,19.66
6556,YIO CHU KANG EAST,ANG MO KIO,VEHICLE,40.78,unknown,2025-04-18 14:20:55.184836,,5.10,23.5
6557,YIO CHU KANG EAST,ANG MO KIO,SPORTS_COMPLEX,49.91,unknown,2025-04-18 14:20:55.220246,,5.10,35.54
6558,KHATIB,YISHUN,ARTS,8.89,unknown,2025-04-18 14:20:55.25849,,14.90,38.97
6559,KHATIB,YISHUN,APPAREL,25.02,unknown,2025-04-18 14:20:55.302337,,14.90,26.93
6560,KHATIB,YISHUN,CAFE,22.56,extremely low,2025-04-18 14:20:55.333451,1,7.45,48.22
6561,KHATIB,YISHUN,CLUBS,12.71,unknown,2025-04-18 14:20:55.367919,,14.90,38.97
6562,KHATIB,YISHUN,DOCTOR,45.92,unknown,2025-04-18 14:20:55.410349,,14.90,26.93
6563,KHATIB,YISHUN,RESTAURANT,77.36,high,2025-04-18 14:20:55.443381,6,2.13,32.04
6564,KHATIB,YISHUN,SHOPPING,98.29,low,2025-04-18 14:20:55.476755,2,4.97,37.42
6565,KHATIB,YISHUN,PERSONAL_CARE,37.78,unknown,2025-04-18 14:20:55.50779,,14.90,26.93
6566,KHATIB,YISHUN,SCHOOL,10.23,low,2025-04-18 14:20:55.552672,2,4.97,37.42
6567,KHATIB,YISHUN,VEHICLE,97.14,unknown,2025-04-18 14:20:55.616642,,14.90,26.93
6568,KHATIB,YISHUN,SPORTS_COMPLEX,3.06,unknown,2025-04-18 14:20:55.649076,,14.90,38.97
6569,MANDAI WEST,MANDAI,ARTS,51.30,unknown,2025-04-18 14:20:55.680877,,0.00,33.75
6570,MANDAI WEST,MANDAI,APPAREL,7.07,unknown,2025-04-18 14:20:55.711864,,0.00,6.92
6571,MANDAI WEST,MANDAI,CAFE,12.33,unknown,2025-04-18 14:20:55.746273,,0.00,30.98
6572,MANDAI WEST,MANDAI,CLUBS,57.60,unknown,2025-04-18 14:20:55.78342,,0.00,33.75
6573,MANDAI WEST,MANDAI,DOCTOR,98.21,unknown,2025-04-18 14:20:55.821543,,0.00,6.92
6574,MANDAI WEST,MANDAI,RESTAURANT,35.50,unknown,2025-04-18 14:20:55.853674,,0.00,3.11
6575,MANDAI WEST,MANDAI,SHOPPING,3.30,unknown,2025-04-18 14:20:55.89501,,0.00,6.92
6576,MANDAI WEST,MANDAI,PERSONAL_CARE,18.75,unknown,2025-04-18 14:20:55.930748,,0.00,6.92
6577,MANDAI WEST,MANDAI,SCHOOL,13.68,unknown,2025-04-18 14:20:55.962756,,0.00,3.08
6578,MANDAI WEST,MANDAI,VEHICLE,48.07,unknown,2025-04-18 14:20:55.992654,,0.00,6.92
6579,MANDAI WEST,MANDAI,SPORTS_COMPLEX,87.69,unknown,2025-04-18 14:20:56.029579,,0.00,33.75
6580,CONEY ISLAND,PUNGGOL,ARTS,6.48,unknown,2025-04-18 14:20:56.07327,,0.00,33.75
6581,CONEY ISLAND,PUNGGOL,APPAREL,50.28,unknown,2025-04-18 14:20:56.11074,,0.00,6.92
6582,CONEY ISLAND,PUNGGOL,CAFE,51.86,unknown,2025-04-18 14:20:56.148077,,0.00,30.98
6583,CONEY ISLAND,PUNGGOL,CLUBS,29.86,unknown,2025-04-18 14:20:56.180568,,0.00,33.75
6584,CONEY ISLAND,PUNGGOL,DOCTOR,23.61,unknown,2025-04-18 14:20:56.225716,,0.00,6.92
6585,CONEY ISLAND,PUNGGOL,RESTAURANT,81.79,unknown,2025-04-18 14:20:56.268584,,0.00,3.11
6586,CONEY ISLAND,PUNGGOL,SHOPPING,62.36,unknown,2025-04-18 14:20:56.308174,,0.00,6.92
6587,CONEY ISLAND,PUNGGOL,PERSONAL_CARE,14.93,unknown,2025-04-18 14:20:56.35012,,0.00,6.92
6588,CONEY ISLAND,PUNGGOL,SCHOOL,13.76,unknown,2025-04-18 14:20:56.38678,,0.00,3.08
6589,CONEY ISLAND,PUNGGOL,VEHICLE,90.58,unknown,2025-04-18 14:20:56.423002,,0.00,6.92
6590,CONEY ISLAND,PUNGGOL,SPORTS_COMPLEX,0.09,unknown,2025-04-18 14:20:56.465451,,0.00,33.75
6591,YISHUN SOUTH,YISHUN,ARTS,97.53,unknown,2025-04-18 14:20:56.509589,,56.52,53.53
6592,YISHUN SOUTH,YISHUN,APPAREL,39.89,unknown,2025-04-18 14:20:56.551029,,56.52,41.5
6593,YISHUN SOUTH,YISHUN,CAFE,99.22,high,2025-04-18 14:20:56.585794,6,8.07,35.42
6594,YISHUN SOUTH,YISHUN,CLUBS,53.58,extremely low,2025-04-18 14:20:56.619872,1,28.26,46.35
6595,YISHUN SOUTH,YISHUN,DOCTOR,47.43,medium,2025-04-18 14:20:56.655316,4,11.30,32.88
6596,YISHUN SOUTH,YISHUN,RESTAURANT,51.29,high,2025-04-18 14:20:56.69518,7,7.06,28.78
6597,YISHUN SOUTH,YISHUN,SHOPPING,0.82,high,2025-04-18 14:20:56.726942,5,9.42,23.66
6598,YISHUN SOUTH,YISHUN,PERSONAL_CARE,61.98,medium,2025-04-18 14:20:56.775472,3,14.13,35.22
6599,YISHUN SOUTH,YISHUN,SCHOOL,7.19,high,2025-04-18 14:20:56.81742,5,9.42,21.83
6600,YISHUN SOUTH,YISHUN,VEHICLE,23.98,extremely low,2025-04-18 14:20:56.85277,1,28.26,34.31
6601,YISHUN SOUTH,YISHUN,SPORTS_COMPLEX,32.79,unknown,2025-04-18 14:20:56.888432,,56.52,53.53
6602,RESERVOIR VIEW,SUNGEI KADUT,ARTS,61.02,unknown,2025-04-18 14:20:56.922879,,0.00,33.75
6603,RESERVOIR VIEW,SUNGEI KADUT,APPAREL,84.13,unknown,2025-04-18 14:20:56.953979,,0.00,6.92
6604,RESERVOIR VIEW,SUNGEI KADUT,CAFE,24.81,unknown,2025-04-18 14:20:56.989719,,0.00,30.98
6605,RESERVOIR VIEW,SUNGEI KADUT,CLUBS,47.40,unknown,2025-04-18 14:20:57.025913,,0.00,33.75
6606,RESERVOIR VIEW,SUNGEI KADUT,DOCTOR,63.01,unknown,2025-04-18 14:20:57.062282,,0.00,6.92
6607,RESERVOIR VIEW,SUNGEI KADUT,RESTAURANT,81.79,unknown,2025-04-18 14:20:57.119945,,0.00,3.11
6608,RESERVOIR VIEW,SUNGEI KADUT,SHOPPING,13.86,unknown,2025-04-18 14:20:57.151373,,0.00,6.92
6609,RESERVOIR VIEW,SUNGEI KADUT,PERSONAL_CARE,20.20,unknown,2025-04-18 14:20:57.183487,,0.00,6.92
6610,RESERVOIR VIEW,SUNGEI KADUT,SCHOOL,33.89,unknown,2025-04-18 14:20:57.216475,,0.00,3.08
6611,RESERVOIR VIEW,SUNGEI KADUT,VEHICLE,30.19,unknown,2025-04-18 14:20:57.249118,,0.00,6.92
6612,RESERVOIR VIEW,SUNGEI KADUT,SPORTS_COMPLEX,40.29,unknown,2025-04-18 14:20:57.279783,,0.00,33.75
6613,WOODLANDS EAST,WOODLANDS,ARTS,28.90,unknown,2025-04-18 14:20:57.314097,,63.93,56.13
6614,WOODLANDS EAST,WOODLANDS,APPAREL,68.60,unknown,2025-04-18 14:20:57.374536,,63.93,44.09
6615,WOODLANDS EAST,WOODLANDS,CAFE,16.41,low,2025-04-18 14:20:57.416809,3,15.98,48.24
6616,WOODLANDS EAST,WOODLANDS,CLUBS,84.73,extremely low,2025-04-18 14:20:57.449074,2,21.31,43.91
6617,WOODLANDS EAST,WOODLANDS,DOCTOR,80.98,extremely low,2025-04-18 14:20:57.485518,1,31.97,35.61
6618,WOODLANDS EAST,WOODLANDS,RESTAURANT,55.24,high,2025-04-18 14:20:57.52406,11,5.33,28.18
6619,WOODLANDS EAST,WOODLANDS,SHOPPING,35.08,high,2025-04-18 14:20:57.563191,11,5.33,22.23
6620,WOODLANDS EAST,WOODLANDS,PERSONAL_CARE,60.13,unknown,2025-04-18 14:20:57.60023,,63.93,44.09
6621,WOODLANDS EAST,WOODLANDS,SCHOOL,79.57,high,2025-04-18 14:20:57.637138,12,4.92,20.25
6622,WOODLANDS EAST,WOODLANDS,VEHICLE,82.93,unknown,2025-04-18 14:20:57.669383,,63.93,44.09
6623,WOODLANDS EAST,WOODLANDS,SPORTS_COMPLEX,62.29,unknown,2025-04-18 14:20:57.704434,,63.93,56.13
6624,SEMBAWANG CENTRAL,SEMBAWANG,ARTS,0.42,unknown,2025-04-18 14:20:57.744276,,59.78,54.68
6625,SEMBAWANG CENTRAL,SEMBAWANG,APPAREL,71.33,low,2025-04-18 14:20:57.780585,1,29.89,34.88
6626,SEMBAWANG CENTRAL,SEMBAWANG,CAFE,5.64,medium,2025-04-18 14:20:57.814099,3,14.94,47.88
6627,SEMBAWANG CENTRAL,SEMBAWANG,CLUBS,85.86,low,2025-04-18 14:20:57.866832,1,29.89,46.92
6628,SEMBAWANG CENTRAL,SEMBAWANG,DOCTOR,72.10,unknown,2025-04-18 14:20:57.899507,,59.78,42.64
6629,SEMBAWANG CENTRAL,SEMBAWANG,RESTAURANT,36.70,high,2025-04-18 14:20:57.933094,5,9.96,29.8
6630,SEMBAWANG CENTRAL,SEMBAWANG,SHOPPING,67.35,high,2025-04-18 14:20:57.9656,5,9.96,23.85
6631,SEMBAWANG CENTRAL,SEMBAWANG,PERSONAL_CARE,74.99,low,2025-04-18 14:20:57.997758,1,29.89,34.88
6632,SEMBAWANG CENTRAL,SEMBAWANG,SCHOOL,81.90,high,2025-04-18 14:20:58.043569,4,11.96,29.04
6633,SEMBAWANG CENTRAL,SEMBAWANG,VEHICLE,63.87,unknown,2025-04-18 14:20:58.079971,,59.78,42.64
6634,SEMBAWANG CENTRAL,SEMBAWANG,SPORTS_COMPLEX,69.21,low,2025-04-18 14:20:58.120015,1,29.89,46.92
6635,GREENWOOD PARK,WOODLANDS,ARTS,17.07,unknown,2025-04-18 14:20:58.187193,,0.00,33.75
6636,GREENWOOD PARK,WOODLANDS,APPAREL,65.45,unknown,2025-04-18 14:20:58.228286,,0.00,6.92
6637,GREENWOOD PARK,WOODLANDS,CAFE,63.19,unknown,2025-04-18 14:20:58.263249,,0.00,30.98
6638,GREENWOOD PARK,WOODLANDS,CLUBS,43.73,unknown,2025-04-18 14:20:58.296652,,0.00,33.75
6639,GREENWOOD PARK,WOODLANDS,DOCTOR,26.19,unknown,2025-04-18 14:20:58.344651,,0.00,6.92
6640,GREENWOOD PARK,WOODLANDS,RESTAURANT,64.76,medium,2025-04-18 14:20:58.378196,2,0.00,0.0
6641,GREENWOOD PARK,WOODLANDS,SHOPPING,22.19,unknown,2025-04-18 14:20:58.409324,,0.00,6.92
6642,GREENWOOD PARK,WOODLANDS,PERSONAL_CARE,4.67,unknown,2025-04-18 14:20:58.451601,,0.00,6.92
6643,GREENWOOD PARK,WOODLANDS,SCHOOL,8.96,medium,2025-04-18 14:20:58.492166,2,0.00,0.03
6644,GREENWOOD PARK,WOODLANDS,VEHICLE,81.86,unknown,2025-04-18 14:20:58.541181,,0.00,6.92
6645,GREENWOOD PARK,WOODLANDS,SPORTS_COMPLEX,84.01,unknown,2025-04-18 14:20:58.593087,,0.00,33.75
6646,SEMBAWANG EAST,SEMBAWANG,ARTS,84.06,unknown,2025-04-18 14:20:58.639724,,0.00,33.75
6647,SEMBAWANG EAST,SEMBAWANG,APPAREL,86.40,unknown,2025-04-18 14:20:58.696297,,0.00,6.92
6648,SEMBAWANG EAST,SEMBAWANG,CAFE,43.01,medium,2025-04-18 14:20:58.740035,2,0.00,26.96
6649,SEMBAWANG EAST,SEMBAWANG,CLUBS,22.02,unknown,2025-04-18 14:20:58.791688,,0.00,33.75
6650,SEMBAWANG EAST,SEMBAWANG,DOCTOR,67.70,unknown,2025-04-18 14:20:58.824582,,0.00,6.92
6651,SEMBAWANG EAST,SEMBAWANG,RESTAURANT,75.93,extremely high,2025-04-18 14:20:58.859253,9,0.00,8.36
6652,SEMBAWANG EAST,SEMBAWANG,SHOPPING,99.50,extremely high,2025-04-18 14:20:58.925155,5,0.00,1.51
6653,SEMBAWANG EAST,SEMBAWANG,PERSONAL_CARE,97.05,medium,2025-04-18 14:20:58.959994,2,0.00,0.0
6654,SEMBAWANG EAST,SEMBAWANG,SCHOOL,55.74,unknown,2025-04-18 14:20:58.991579,,0.00,3.08
6655,SEMBAWANG EAST,SEMBAWANG,VEHICLE,61.10,unknown,2025-04-18 14:20:59.028451,,0.00,6.92
6656,SEMBAWANG EAST,SEMBAWANG,SPORTS_COMPLEX,52.41,unknown,2025-04-18 14:20:59.064825,,0.00,33.75
6657,SENOKO WEST,WOODLANDS,ARTS,0.91,unknown,2025-04-18 14:20:59.096289,,0.00,33.75
6658,SENOKO WEST,WOODLANDS,APPAREL,24.91,unknown,2025-04-18 14:20:59.126798,,0.00,6.92
6659,SENOKO WEST,WOODLANDS,CAFE,39.35,low,2025-04-18 14:20:59.164806,1,0.00,26.96
6660,SENOKO WEST,WOODLANDS,CLUBS,96.26,unknown,2025-04-18 14:20:59.202274,,0.00,33.75
6661,SENOKO WEST,WOODLANDS,DOCTOR,10.37,unknown,2025-04-18 14:20:59.243176,,0.00,6.92
6662,SENOKO WEST,WOODLANDS,RESTAURANT,87.79,extremely high,2025-04-18 14:20:59.285937,6,0.00,8.36
6663,SENOKO WEST,WOODLANDS,SHOPPING,57.25,low,2025-04-18 14:20:59.331349,1,0.00,0.0
6664,SENOKO WEST,WOODLANDS,PERSONAL_CARE,52.93,unknown,2025-04-18 14:20:59.363926,,0.00,6.92
6665,SENOKO WEST,WOODLANDS,SCHOOL,87.64,low,2025-04-18 14:20:59.395594,1,0.00,0.03
6666,SENOKO WEST,WOODLANDS,VEHICLE,72.81,high,2025-04-18 14:20:59.430836,3,0.00,6.92
6667,SENOKO WEST,WOODLANDS,SPORTS_COMPLEX,29.87,unknown,2025-04-18 14:20:59.466698,,0.00,33.75
6668,MATILDA,PUNGGOL,ARTS,75.28,unknown,2025-04-18 14:20:59.504923,,45.55,49.7
6669,MATILDA,PUNGGOL,APPAREL,63.91,unknown,2025-04-18 14:20:59.543808,,45.55,37.66
6670,MATILDA,PUNGGOL,CAFE,56.50,low,2025-04-18 14:20:59.581055,2,15.18,44.95
6671,MATILDA,PUNGGOL,CLUBS,25.86,low,2025-04-18 14:20:59.611815,2,15.18,41.77
6672,MATILDA,PUNGGOL,DOCTOR,63.31,high,2025-04-18 14:20:59.653965,5,7.59,23.02
6673,MATILDA,PUNGGOL,RESTAURANT,23.25,medium,2025-04-18 14:20:59.690224,4,9.11,32.13
6674,MATILDA,PUNGGOL,SHOPPING,92.71,high,2025-04-18 14:20:59.730488,6,6.51,22.64
6675,MATILDA,PUNGGOL,PERSONAL_CARE,78.90,low,2025-04-18 14:20:59.767946,2,15.18,29.73
6676,MATILDA,PUNGGOL,SCHOOL,63.80,low,2025-04-18 14:20:59.806497,2,15.18,28.86
6677,MATILDA,PUNGGOL,VEHICLE,38.31,unknown,2025-04-18 14:20:59.855561,,45.55,37.66
6678,MATILDA,PUNGGOL,SPORTS_COMPLEX,22.89,unknown,2025-04-18 14:20:59.907599,,45.55,49.7
6679,WATERWAY EAST,PUNGGOL,ARTS,50.88,unknown,2025-04-18 14:20:59.95605,,38.04,47.07
6680,WATERWAY EAST,PUNGGOL,APPAREL,54.99,unknown,2025-04-18 14:20:59.988343,,38.04,35.03
6681,WATERWAY EAST,PUNGGOL,CAFE,57.00,high,2025-04-18 14:21:00.038042,5,6.34,34.81
6682,WATERWAY EAST,PUNGGOL,CLUBS,6.23,unknown,2025-04-18 14:21:00.06997,,38.04,47.07
6683,WATERWAY EAST,PUNGGOL,DOCTOR,75.20,medium,2025-04-18 14:21:00.106218,4,7.61,31.14
6684,WATERWAY EAST,PUNGGOL,RESTAURANT,55.50,extremely high,2025-04-18 14:21:00.138058,17,2.11,27.05
6685,WATERWAY EAST,PUNGGOL,SHOPPING,81.54,extremely high,2025-04-18 14:21:00.171325,12,2.93,21.39
6686,WATERWAY EAST,PUNGGOL,PERSONAL_CARE,64.59,low,2025-04-18 14:21:00.203983,2,12.68,28.86
6687,WATERWAY EAST,PUNGGOL,SCHOOL,28.00,high,2025-04-18 14:21:00.237227,8,4.23,20.01
6688,WATERWAY EAST,PUNGGOL,VEHICLE,8.74,unknown,2025-04-18 14:21:00.271712,,38.04,35.03
6689,WATERWAY EAST,PUNGGOL,SPORTS_COMPLEX,30.25,low,2025-04-18 14:21:00.300868,2,12.68,40.89
6690,GALI BATU,SUNGEI KADUT,ARTS,54.48,unknown,2025-04-18 14:21:00.357962,,0.05,33.77
6691,GALI BATU,SUNGEI KADUT,APPAREL,85.45,unknown,2025-04-18 14:21:00.387676,,0.05,21.73
6692,GALI BATU,SUNGEI KADUT,CAFE,15.09,unknown,2025-04-18 14:21:00.41918,,0.05,31.0
6693,GALI BATU,SUNGEI KADUT,CLUBS,56.00,unknown,2025-04-18 14:21:00.44925,,0.05,33.77
6694,GALI BATU,SUNGEI KADUT,DOCTOR,29.21,unknown,2025-04-18 14:21:00.4831,,0.05,21.73
6695,GALI BATU,SUNGEI KADUT,RESTAURANT,73.12,extremely low,2025-04-18 14:21:00.511025,2,0.02,14.81
6696,GALI BATU,SUNGEI KADUT,SHOPPING,7.29,unknown,2025-04-18 14:21:00.560526,,0.05,21.73
6697,GALI BATU,SUNGEI KADUT,PERSONAL_CARE,8.37,unknown,2025-04-18 14:21:00.601537,,0.05,21.73
6698,GALI BATU,SUNGEI KADUT,SCHOOL,81.68,unknown,2025-04-18 14:21:00.632079,,0.05,17.89
6699,GALI BATU,SUNGEI KADUT,VEHICLE,18.19,extremely low,2025-04-18 14:21:00.666506,3,0.01,21.72
6700,GALI BATU,SUNGEI KADUT,SPORTS_COMPLEX,16.92,unknown,2025-04-18 14:21:00.697017,,0.05,33.77
6701,CRAWFORD,KALLANG,ARTS,27.02,unknown,2025-04-18 14:21:00.729116,,82.85,62.75
6702,CRAWFORD,KALLANG,APPAREL,90.91,unknown,2025-04-18 14:21:00.757311,,82.85,50.71
6703,CRAWFORD,KALLANG,CAFE,36.74,unknown,2025-04-18 14:21:00.785228,,82.85,59.98
6704,CRAWFORD,KALLANG,CLUBS,1.27,unknown,2025-04-18 14:21:00.814766,,82.85,62.75
6705,CRAWFORD,KALLANG,DOCTOR,88.82,unknown,2025-04-18 14:21:00.841802,,82.85,50.71
6706,CRAWFORD,KALLANG,RESTAURANT,17.50,unknown,2025-04-18 14:21:00.874823,,82.85,46.9
6707,CRAWFORD,KALLANG,SHOPPING,86.85,unknown,2025-04-18 14:21:00.905187,,82.85,50.71
6708,CRAWFORD,KALLANG,PERSONAL_CARE,2.06,unknown,2025-04-18 14:21:00.943817,,82.85,50.71
6709,CRAWFORD,KALLANG,SCHOOL,57.72,unknown,2025-04-18 14:21:00.972412,,82.85,46.87
6710,CRAWFORD,KALLANG,VEHICLE,49.04,unknown,2025-04-18 14:21:01.003726,,82.85,50.71
6711,CRAWFORD,KALLANG,SPORTS_COMPLEX,8.21,unknown,2025-04-18 14:21:01.047865,,82.85,62.75
6712,TUAS BAY,TUAS,ARTS,47.25,unknown,2025-04-18 14:21:01.098049,,0.00,33.75
6713,TUAS BAY,TUAS,APPAREL,68.33,unknown,2025-04-18 14:21:01.130138,,0.00,6.92
6714,TUAS BAY,TUAS,CAFE,36.51,unknown,2025-04-18 14:21:01.159773,,0.00,30.98
6715,TUAS BAY,TUAS,CLUBS,8.55,unknown,2025-04-18 14:21:01.194947,,0.00,33.75
6716,TUAS BAY,TUAS,DOCTOR,38.68,extremely low,2025-04-18 14:21:01.228948,1,0.00,0.0
6717,TUAS BAY,TUAS,RESTAURANT,42.56,extremely low,2025-04-18 14:21:01.262913,1,0.00,0.0
6718,TUAS BAY,TUAS,SHOPPING,84.02,extremely low,2025-04-18 14:21:01.293106,1,0.00,0.0
6719,TUAS BAY,TUAS,PERSONAL_CARE,10.64,unknown,2025-04-18 14:21:01.325779,,0.00,6.92
6720,TUAS BAY,TUAS,SCHOOL,48.77,unknown,2025-04-18 14:21:01.361244,,0.00,3.08
6721,TUAS BAY,TUAS,VEHICLE,9.07,unknown,2025-04-18 14:21:01.397604,,0.00,6.92
6722,TUAS BAY,TUAS,SPORTS_COMPLEX,51.37,unknown,2025-04-18 14:21:01.429392,,0.00,33.75
6723,TUAS VIEW,TUAS,ARTS,26.35,unknown,2025-04-18 14:21:01.469526,,0.00,33.75
6724,TUAS VIEW,TUAS,APPAREL,63.93,unknown,2025-04-18 14:21:01.500179,,0.00,6.92
6725,TUAS VIEW,TUAS,CAFE,72.27,extremely low,2025-04-18 14:21:01.528091,3,0.00,32.99
6726,TUAS VIEW,TUAS,CLUBS,60.82,unknown,2025-04-18 14:21:01.558982,,0.00,33.75
6727,TUAS VIEW,TUAS,DOCTOR,38.25,extremely low,2025-04-18 14:21:01.588584,1,0.00,0.0
6728,TUAS VIEW,TUAS,RESTAURANT,34.37,unknown,2025-04-18 14:21:01.62125,,0.00,3.11
6729,TUAS VIEW,TUAS,SHOPPING,82.14,extremely low,2025-04-18 14:21:01.660323,1,0.00,0.0
6730,TUAS VIEW,TUAS,PERSONAL_CARE,42.92,unknown,2025-04-18 14:21:01.701981,,0.00,6.92
6731,TUAS VIEW,TUAS,SCHOOL,98.91,unknown,2025-04-18 14:21:01.735862,,0.00,3.08
6732,TUAS VIEW,TUAS,VEHICLE,12.06,unknown,2025-04-18 14:21:01.771749,,0.00,6.92
6733,TUAS VIEW,TUAS,SPORTS_COMPLEX,18.40,unknown,2025-04-18 14:21:01.810252,,0.00,33.75
6734,BAHAR,WESTERN WATER CATCHMENT,ARTS,30.33,unknown,2025-04-18 14:21:01.841234,,,51.93
6735,BAHAR,WESTERN WATER CATCHMENT,APPAREL,92.84,unknown,2025-04-18 14:21:01.875134,,,10.64
6736,BAHAR,WESTERN WATER CATCHMENT,CAFE,73.42,unknown,2025-04-18 14:21:01.904931,,,47.66
6737,BAHAR,WESTERN WATER CATCHMENT,CLUBS,90.46,unknown,2025-04-18 14:21:01.941941,,,51.93
6738,BAHAR,WESTERN WATER CATCHMENT,DOCTOR,37.39,unknown,2025-04-18 14:21:01.970003,,,10.64
6739,BAHAR,WESTERN WATER CATCHMENT,RESTAURANT,1.21,unknown,2025-04-18 14:21:01.998875,,,4.78
6740,BAHAR,WESTERN WATER CATCHMENT,SHOPPING,93.29,unknown,2025-04-18 14:21:02.032874,,,10.64
6741,BAHAR,WESTERN WATER CATCHMENT,PERSONAL_CARE,57.57,unknown,2025-04-18 14:21:02.062077,,,10.64
6742,BAHAR,WESTERN WATER CATCHMENT,SCHOOL,61.45,unknown,2025-04-18 14:21:02.090595,,,4.74
6743,BAHAR,WESTERN WATER CATCHMENT,VEHICLE,68.62,unknown,2025-04-18 14:21:02.118597,,,10.64
6744,BAHAR,WESTERN WATER CATCHMENT,SPORTS_COMPLEX,83.66,unknown,2025-04-18 14:21:02.146687,,,51.93
6745,CLEANTECH,WESTERN WATER CATCHMENT,ARTS,27.66,unknown,2025-04-18 14:21:02.176101,,,51.93
6746,CLEANTECH,WESTERN WATER CATCHMENT,APPAREL,88.10,unknown,2025-04-18 14:21:02.206817,,,10.64
6747,CLEANTECH,WESTERN WATER CATCHMENT,CAFE,74.08,unknown,2025-04-18 14:21:02.24103,,,47.66
6748,CLEANTECH,WESTERN WATER CATCHMENT,CLUBS,82.28,unknown,2025-04-18 14:21:02.280167,,,51.93
6749,CLEANTECH,WESTERN WATER CATCHMENT,DOCTOR,22.06,unknown,2025-04-18 14:21:02.315647,,,10.64
6750,CLEANTECH,WESTERN WATER CATCHMENT,RESTAURANT,20.03,unknown,2025-04-18 14:21:02.344321,,,4.78
6751,CLEANTECH,WESTERN WATER CATCHMENT,SHOPPING,26.02,unknown,2025-04-18 14:21:02.371095,,,10.64
6752,CLEANTECH,WESTERN WATER CATCHMENT,PERSONAL_CARE,25.73,unknown,2025-04-18 14:21:02.402578,,,10.64
6753,CLEANTECH,WESTERN WATER CATCHMENT,SCHOOL,11.33,unknown,2025-04-18 14:21:02.438831,,,4.74
6754,CLEANTECH,WESTERN WATER CATCHMENT,VEHICLE,62.68,unknown,2025-04-18 14:21:02.465331,,,10.64
6755,CLEANTECH,WESTERN WATER CATCHMENT,SPORTS_COMPLEX,68.19,unknown,2025-04-18 14:21:02.497234,,,51.93
6756,LAKESIDE (BUSINESS),JURONG EAST,ARTS,24.74,unknown,2025-04-18 14:21:02.543423,,,51.93
6757,LAKESIDE (BUSINESS),JURONG EAST,APPAREL,11.33,unknown,2025-04-18 14:21:02.580764,,,10.64
6758,LAKESIDE (BUSINESS),JURONG EAST,CAFE,52.85,unknown,2025-04-18 14:21:02.614392,,,47.66
6759,LAKESIDE (BUSINESS),JURONG EAST,CLUBS,91.51,unknown,2025-04-18 14:21:02.651889,,,51.93
6760,LAKESIDE (BUSINESS),JURONG EAST,DOCTOR,52.23,unknown,2025-04-18 14:21:02.67907,,,10.64
6761,LAKESIDE (BUSINESS),JURONG EAST,RESTAURANT,78.21,unknown,2025-04-18 14:21:02.705707,1,,0.0
6762,LAKESIDE (BUSINESS),JURONG EAST,SHOPPING,84.17,unknown,2025-04-18 14:21:02.734457,,,10.64
6763,LAKESIDE (BUSINESS),JURONG EAST,PERSONAL_CARE,80.71,unknown,2025-04-18 14:21:02.762685,,,10.64
6764,LAKESIDE (BUSINESS),JURONG EAST,SCHOOL,66.15,unknown,2025-04-18 14:21:02.790983,,,4.74
6765,LAKESIDE (BUSINESS),JURONG EAST,VEHICLE,70.59,unknown,2025-04-18 14:21:02.823408,,,10.64
6766,LAKESIDE (BUSINESS),JURONG EAST,SPORTS_COMPLEX,74.38,unknown,2025-04-18 14:21:02.866196,,,51.93
6767,PARK,TENGAH,ARTS,69.84,unknown,2025-04-18 14:21:02.896293,,,51.93
6768,PARK,TENGAH,APPAREL,35.05,unknown,2025-04-18 14:21:02.925535,,,10.64
6769,PARK,TENGAH,CAFE,50.56,unknown,2025-04-18 14:21:02.953211,,,47.66
6770,PARK,TENGAH,CLUBS,6.95,unknown,2025-04-18 14:21:02.982283,,,51.93
6771,PARK,TENGAH,DOCTOR,1.46,unknown,2025-04-18 14:21:03.012175,,,10.64
